wmc,dit,rfc,noc,cbo,lcom,loc,revision_num,author_num,linesadd_sum,linesadd_max,linesadd_avg,linesdel_sum,linesdel_max,linesdel_avg,codechurn_sum,codechurn_max,codechurn_avg,Size_Ego,Ties_Ego,Pairs_Ego,Density_Ego,nWeakComp_Ego,pWeakComp_Ego,2StepReach_Ego,ReachEffic_Ego,Broker_Ego,nBroker_Ego,EgoBetween_Ego,nEgoBetween_Ego,Size_Ein,Ties_Ein,Pairs_Ein,Density_Ein,nWeakComp_Ein,pWeakComp_Ein,2StepReach_Ein,ReachEffic_Ein,Broker_Ein,nBroker_Ein,EgoBetween_Ein,nEgoBetween_Ein,Size_Eout,Ties_Eout,Pairs_Eout,Density_Eout,nWeakComp_Eout,pWeakComp_Eout,2StepReach_Eout,ReachEffic_Eout,Broker_Eout,nBroker_Eout,EgoBetween_Eout,nEgoBetween_Eout,EffSize,Efficiency,Constraint,Hierarchy,Indirects,Degree,BonPwr,2Step,ARD,Eigenvector,Between,Degree_n,BonPwr_n,2Step_n,ARD_n,Eigenvector_n,Between_n,OutFreeClo,InFreeClo,OutValClo,InValClo,OutRecipClo,InRecipClo,OutdwReach,IndwReach,nOutdwReach,nIndwReach
232.0,1.0,310.0,7.0,288.0,1843.0,1303.0,259.0,4.0,1206.0,94.0,20.53613511029496,1261.0,97.0,18.61633942839377,1035.0,669.0,9.874101748064412,297.0,823.0,76392.0,5.674924984166868,5.0,75.88990716520078,16.110688910435528,53.33456338129776,4487.857733190025,0.42819555706521395,2948.268552194383,28.647036690734655,328.0,85.0,16882.0,27.305215647982127,3.0,60.76715792139318,54.392591106833756,27.611169635402348,47945.740217942286,0.3635799765871978,3262.0565948667318,2.2608522448110016,20.0,61.0,349.0,30.347967926628776,5.0,85.39523099222212,7.0363836839680065,11.08356837738676,267.1636440669981,0.8818443370385791,144.24040777731224,0.47454916694050076,246.1078794389361,0.3411667577909746,0.43527677642100815,0.48963579161026605,0.03896127550919502,85.0,33078.8785846377,662.0,211.83432581344564,0.1787574146251414,408321.22505606187,0.12590363306253904,456.25232528195914,0.07527907629392289,0.4141850638437726,0.10732187375700533,0.3215779665945696,0.0009813319531380854,0.0021473166829707696,0.12474707729608242,0.18550267448099786,0.05622416010622149,0.2435156654857021,7.6367087718423585,167.3701622027467,0.057926071722352916,0.19773206272199484
136.0,1.0,376.0,7.0,346.0,2666.0,1.0,196.0,7.0,72.0,90.0,40.80502331811165,3043.0,588.0,15.410335910915919,-314.0,139.0,30.294346506402935,318.0,785.0,197055.0,60.648327986735595,0.0,11.376664937001312,17.211465942569298,53.62372737672621,70499.73550501581,0.4006526726892972,11.790681575922209,11.144064866041756,67.0,152.0,193424.0,6.85387371020879,2.0,26.000206934627904,55.09744328541571,75.82138886688153,49508.27451671784,0.6348502746216402,3084.8298894707373,20.12721110404519,3.0,59.0,77.0,54.41123231073123,4.0,66.79074785469763,26.730216555615613,27.10166796051675,246.75240301199028,0.5644478418868958,52.04508495529971,25.394497219421215,27.451304042354387,0.3133472865123128,0.24683212138950322,0.2940762190905588,0.47526694261827546,240.0,37521.76038687721,711.0,634.8477796445311,0.35112782514464314,405079.41927244514,0.18194486207038546,77.88213353264527,0.1055208743925552,0.4239134120182725,0.17151892310446426,0.2785803224421194,0.000977300539142936,0.0019461975576789163,0.20931939246391995,0.5544989530984772,0.05236830107861157,0.1835983081824448,111.83605021511508,47.132770170333146,0.06407209003353775,0.1956629572617113
172.0,1.0,381.0,7.0,352.0,306.0,666.0,65.0,2.0,1527.0,578.0,21.157465995544705,593.0,600.0,21.991878157139613,1138.0,676.0,42.736991167568405,324.0,627.0,139805.0,40.36334885968617,0.0,17.90261154944713,14.64443040223536,97.57417923048192,96934.57731006619,0.2835463025405783,99.09428375919188,26.13811869832158,426.0,835.0,15421.0,89.02549968496683,4.0,1.0081800759849757,60.581142438668934,26.421432013624738,44765.86407824649,0.9207879519676229,3412.518598675789,46.13689583122839,20.0,98.0,607.0,58.25692863501164,4.0,33.750650826199795,27.750049617646567,3.298316683249272,135.45462519106442,0.5541899773425341,53.42892406630481,23.058479816917004,245.1181964027642,0.5678456451960444,0.5967629276545564,0.032429365775315085,0.5599216879000468,359.0,1057.261647600509,1031.0,374.57386926326086,0.3602407673032003,20832.69711434063,0.1316031975989967,465.0228360157406,0.07634216306814123,0.43865401356323364,0.28271776977713775,0.3417957952005941,0.000981104881892519,0.002506754999799466,0.1302191756786415,0.5968502458766596,0.07117105103637116,0.15411568275985837,125.80469235990506,60.166407166451386,0.04660795556672585,0.1550750706450768
256.0,1.0,5.0,7.0,344.0,3089.0,1067.0,202.0,7.0,1018.0,205.0,6.222010611916449,1038.0,193.0,28.441830534175917,820.0,588.0,7.785724287417911,94.0,906.0,256412.0,42.83475437866845,1.0,52.70188413613461,14.830096450362785,51.97427557132339,1476.502791358906,0.38990123514996555,6282.161929713798,18.761370135732196,418.0,857.0,261686.0,28.943249505769685,20.0,79.47449036473836,45.57382152217054,94.76612624371056,60635.245749549016,0.7498268902002541,4244.6587232925285,28.789853607063705,19.0,105.0,436.0,31.638190103002724,4.0,30.38032663345607,28.069872806612693,2.7480439339438383,91.26929582585626,0.5674452875874144,46.207073736028846,10.459932735308781,269.7993780302842,0.17058474000866145,0.4288561194232371,0.623153988083225,0.549104911476623,78.0,53399.52594202929,24.0,831.3938583969311,0.3813124140132753,34378.047290317474,0.17852580472252194,345.73841492086353,0.5891659633044738,0.34510673496135225,0.08080734194573297,0.013901000384340655,0.0009986343966006418,0.0018593656900003747,0.027438071033511473,0.257738039112287,0.12127923707663052,0.13830703702609956,125.6405282222817,60.58687247877597,0.0041705810430683445,0.13661851248424203
34.0,1.0,330.0,7.0,313.0,2707.0,490.0,191.0,3.0,1204.0,6.0,20.16603729486085,1243.0,610.0,19.282265590587482,429.0,692.0,45.54859925016497,125.0,324.0,263690.0,60.0746747253322,0.0,16.47835190463154,33.51015162586352,97.48129429741589,71859.36025390803,0.4247470096114431,1815.1184578826592,20.784709393831648,138.0,863.0,192795.0,37.59717051413345,4.0,25.276759081116207,33.72964668952397,77.28702811898657,88018.17627673791,0.7350126544375624,3427.0497457133033,49.699628079784105,17.0,60.0,397.0,56.7045715243074,6.0,88.07352266565624,20.97680051071795,37.25440777482364,130.84711418487768,0.9022983000804926,174.45273780437788,25.223300118666412,20.88453670509594,0.7714429615665264,0.4184805354554651,0.7336171523597436,0.04291660437917605,48.0,33912.13552982859,301.0,181.1921379601645,0.34629426649779493,405444.7042053671,0.12889494100347199,84.5066309781605,0.35055783788307193,0.4271227458606018,0.06900008254194485,0.016214964717827077,0.0010788991014759437,0.0019239819538090469,0.41910509612188623,0.17746429573155995,0.07670515230871355,0.01765577430591497,22.44638109260368,584.0045271987357,0.09908891144001593,0.40768768482183765
42.0,4.0,468.0,7.0,351.0,254.0,703.0,146.0,3.0,1097.0,44.0,38.70008690015903,1965.0,201.0,2.022815611125445,498.0,682.0,14.194961376299057,215.0,800.0,191084.0,11.161174705976975,1.0,68.14680850226145,62.42952515398539,5.709853320200543,61594.734261281075,0.27732016246044283,239.8874340999583,19.820837023481367,182.0,857.0,61166.0,22.88977207050358,12.0,26.328830136234174,59.626732236625415,28.845098499783354,22147.02934892718,0.7434679071876238,2733.611462098803,24.451262384622677,14.0,60.0,7.0,71.91429381349627,5.0,21.618793019080318,50.319696410889186,39.083577395952624,53.299443568152014,0.5563338078832499,2.3053020280083847,56.60237358675754,261.32378280973774,0.30789195295269617,0.724081622509576,0.000584803305759829,0.011314281861880836,70.0,35991.5091696354,870.0,852.3047245274746,0.17377456129658722,31959.908360168207,0.2835326012618615,35.66067566180754,0.3223533512426837,0.49508003366088565,0.1951108518430522,0.013908868087427613,0.0013307826187844978,0.002505618732152218,0.2444363911912524,0.5013117528358789,0.12073981076050484,0.3366579719549194,192.54079840092098,537.9868468417046,0.10294771755695749,0.18730386792077006
25.0,2.0,1.0,7.0,314.0,2749.0,712.0,190.0,7.0,1111.0,109.0,5.226914654387658,1270.0,604.0,21.34686688179771,-170.0,150.0,46.519183426415694,225.0,813.0,188905.0,3.0629652056370493,0.0,14.45636462381304,50.51721226561403,68.90989215957669,72083.66129674451,0.3580464483708502,10.262704662057455,19.32272363729848,121.0,54.0,191485.0,31.803793226554784,3.0,25.337248072911734,55.42963725931302,94.8165652250323,36700.530799306216,0.7292725424405864,3886.9623302989403,42.48555615324994,23.0,60.0,588.0,31.622548158683475,4.0,70.02055706152765,20.0433366427518,25.74562518231544,81.72742323694668,0.4853125223725005,56.450490126932706,8.546725709464397,233.05185190099147,0.7053043609407577,0.2647094717698101,0.2897636551789952,0.048028759084358386,424.0,50989.45322586478,641.0,847.509629700098,0.31111310883817994,407498.2552152931,0.09776440593701109,480.37607112461984,0.07732777047065141,0.102777166146487,0.2828644380533443,0.12771281884555774,0.0007917523992662254,0.002380832779730482,0.03403720188278617,0.15984562600206834,0.06619370097915762,0.15067023341665498,87.39870301311431,34.67413229141172,0.05990179931979253,0.1545491923245049
246.0,2.0,331.0,7.0,314.0,1773.0,640.0,36.0,5.0,737.0,575.0,20.12352665584951,1206.0,102.0,16.003998846688564,445.0,633.0,43.948565898015985,267.0,78.0,71830.0,41.902024257484925,0.0,18.466532566966546,35.02836053103178,79.059608810905,87801.51377531451,0.2939673376999776,6377.505862277808,38.311559982776686,234.0,543.0,192093.0,6.628922517338319,4.0,29.41745688989117,60.44069729025862,26.087527226262782,77605.57256140037,0.054832263145646834,3887.6538817607784,45.7474895422368,14.0,59.0,7.0,39.165571831071354,4.0,65.4004845567066,32.98239647146904,10.083148452159856,260.9458998386054,0.5954849909685546,57.166174303283306,25.727189200027,128.62280179785597,0.04444272296344145,0.4206342837091971,0.7387086892310715,0.012419754863601088,351.0,35813.532888536945,313.0,244.16333648336115,0.16658605069125276,97534.65154938815,0.18767712606522732,35.01380182298507,0.5879926107599474,0.05361181563882898,0.2781773606132028,0.000505954322987234,0.0007998295017183977,0.0023206829678228723,0.061388596900125075,0.18691354155231016,0.026162641989067616,0.029434070856764562,113.59645325054252,472.2575367638274,0.011218290951461509,0.19075661038074337
231.0,1.0,456.0,7.0,322.0,2657.0,1201.0,71.0,7.0,1828.0,564.0,5.508010425531674,1242.0,586.0,17.971823468526633,87.0,135.0,14.572540789153038,124.0,301.0,144315.0,60.549834194946655,0.0,10.117505602164417,34.19673135525343,68.22749017729701,71375.6684866386,0.36633224179723917,6413.890876189984,26.093688733057594,233.0,570.0,258077.0,30.571589789737036,3.0,27.125210140309242,47.23002332896557,27.356733852167025,81063.5039379903,0.3701182632140673,1634.1088726422201,23.032135265588934,21.0,62.0,29.0,56.181212374572254,4.0,7.883069034065601,21.222372928769165,2.5134849475298293,241.81643905169088,0.8779153871133647,13.25361074261045,23.863215892469352,9.734841698264216,0.03593255064167638,0.2244138064697986,0.540368976222921,0.614735443740897,63.0,42224.64039684672,832.0,912.9846511598997,0.3647095255182412,397575.22762637876,0.027768967561498395,363.62340016866114,0.08853242550157726,0.49758173157664254,0.10376746470057151,0.33067976316666126,0.0008371033333427777,0.0025249503886470596,0.40966139551787634,0.5507468944062903,0.06832328362421741,0.15238593293482305,27.63979322911715,173.02013270569992,0.05858458769290631,0.1744623210729695
245.0,1.0,379.0,7.0,275.0,2681.0,1251.0,321.0,7.0,1132.0,28.0,4.871253725336476,1959.0,80.0,15.952022972505516,727.0,642.0,47.15394509115397,315.0,907.0,177810.0,41.487784192270325,0.0,40.5049749738373,48.388829491736196,0.22582528315929995,1512.5802348355367,0.435304072126646,488.253856408714,20.640724761911326,37.0,189.0,189668.0,16.30568437825586,3.0,61.518284515209544,8.80397836834297,90.82194165466241,88434.28078421563,0.6058262199128925,2678.6897265613015,2.706507455637697,1.0,63.0,569.0,72.61204287909972,4.0,57.46764987308275,22.271955032647185,63.46833416805954,243.61061939779452,0.5532236644452522,173.59482005647217,8.803557036337757,149.21701735013764,0.5920492551055949,0.411273446799646,0.7013556727257849,0.005336762303442079,59.0,37027.63362552472,48.0,855.5674169630632,0.40143091265705805,94857.57051800318,0.18944269321482232,69.97902706398051,0.6406633818993396,0.027896191481794178,0.2686000291429008,0.013093105336562473,0.0008737264905474054,0.0019739818993322854,0.13931961531573211,0.16592444697148662,0.10892088838498153,0.3565595781156348,91.78033974674504,620.2441698422901,0.13053594759685147,0.3718243763129528
250.0,2.0,2.0,7.0,359.0,15.0,1087.0,129.0,7.0,166.0,213.0,37.48999839670419,2432.0,28.0,21.17726560404501,770.0,641.0,15.595056210081271,273.0,793.0,74634.0,42.94798790410453,0.0,18.45529302413745,38.54843894381613,65.29242698195024,98976.56637917088,0.703233504607735,402.98374991341836,4.184255696464063,248.0,49.0,26307.0,35.77293675903531,4.0,76.36660301830945,35.807325393993864,27.262681697040463,86807.19524646492,0.7404015392333757,272.14928549140285,24.87896913021661,2.0,62.0,32.0,30.397143396966754,4.0,58.10892357097363,20.043578656762612,62.48773731672283,247.27497285152057,0.38667901271655547,206.66923690290656,25.598156538769825,238.7762167002554,0.7688260757906201,0.24081206113819084,0.5055710515790334,0.5678188642375466,53.0,52672.90975329246,15.0,244.8758715568976,0.3510349361934749,33428.73679985557,0.29040253762208057,117.46070888387985,0.3202528798132988,0.40217202319202294,0.07638026295630068,0.280414397601715,0.0008575119168265384,0.0023250091476963307,0.049859072198932604,0.1798643441477169,0.02511820278227125,0.23745541560346362,90.29100810885757,542.4467162804559,0.019316071262973827,0.3720433208602242
230.0,4.0,2.0,7.0,281.0,2616.0,54.0,33.0,7.0,3111.0,33.0,5.043711463513201,2967.0,76.0,29.112185112096377,1751.0,373.0,39.673149097125986,394.0,915.0,42865.0,8.174310757622868,1.0,13.976331947515739,14.297479500145656,84.24098076878116,98906.87276500084,0.40465837115272757,1896.6558687056984,29.627592705314342,311.0,685.0,13903.0,35.703911947305116,20.0,4.766762193471288,61.79867722370841,94.3244488779118,89968.58144467251,0.36513782107250353,387.90792584056953,20.22340947855967,20.0,58.0,583.0,55.741628580390284,4.0,15.137271391394833,43.873640305575975,4.067732138769254,48.57490738276034,0.5602360643612648,16.531047344497857,11.00177200300778,281.7130591016687,0.3242531917256994,0.22076973942875178,0.23115754903659133,0.5735577638045022,435.0,20041.948139342556,684.0,841.823525627821,0.40218258666757106,33901.72699301013,0.2516892246527393,339.5993051832363,0.5685431237537913,0.07361240784001805,0.06268607380056457,0.19550045773506333,0.0007872825706047665,0.0018951233558673908,0.04519412232247355,0.26208574346333324,0.0700681528426596,0.3342294081923319,28.919797316932485,558.8800997771485,0.061850222480228485,0.16848922101830138
